variant,preset,scope,rank,images,accuracy,precision,recall,f1,micro_accuracy,theilU,coverage
onnx-tta,north_europe_v3,all,species,58640,0.731249034719374,0.28460861709588325,0.731249034719374,0.2720585446067734,0.7276261937244202,0.9418634558142434,1.0
onnx-tta,north_europe_v3,all,genus,58640,0.8277501260203206,0.3338821217092504,0.8277501260203206,0.334119400397056,0.8115961800818554,0.94272656175805,1.0
onnx-tta,north_europe_v3,all,family,58640,0.8346677390702247,0.27237041484255897,0.8346677390702247,0.27775524799008994,0.9469815825375171,0.8782213541986774,1.0
onnx-tta,north_europe_v3,known,species,50598,0.7543715338409351,0.29070206429216244,0.7543715338409351,0.2805010841484588,0.8432744377248113,0.9443618486684395,1.0
onnx-tta,north_europe_v3,known,genus,58640,0.8277501260203206,0.3338821217092504,0.8277501260203206,0.334119400397056,0.8115961800818554,0.94272656175805,1.0
onnx-tta,north_europe_v3,known,family,58640,0.8346677390702247,0.27237041484255897,0.8346677390702247,0.27775524799008994,0.9469815825375171,0.8782213541986774,1.0
onnx-tta,europe_v3,all,species,58640,0.7170052282421303,0.2418596950431791,0.7170052282421303,0.22605849020602678,0.7144270122783083,0.9440413851876268,1.0
onnx-tta,europe_v3,all,genus,58640,0.827226542712412,0.2835769897348559,0.827226542712412,0.2809063608793024,0.8028819918144611,0.9437976224349767,1.0
onnx-tta,europe_v3,all,family,58640,0.833675211353022,0.2679310249615683,0.833675211353022,0.2730381805189929,0.9451909959072305,0.8724817175710519,1.0
onnx-tta,europe_v3,known,species,50598,0.7396773303209329,0.24644726654619223,0.7396773303209329,0.23210275866823382,0.8279773904106882,0.9468751626112113,1.0
onnx-tta,europe_v3,known,genus,58640,0.827226542712412,0.2835769897348559,0.827226542712412,0.2809063608793024,0.8028819918144611,0.9437976224349767,1.0
onnx-tta,europe_v3,known,family,58640,0.833675211353022,0.2679310249615683,0.833675211353022,0.2730381805189929,0.9451909959072305,0.8724817175710519,1.0
