model,scope,rank,cutoff,domain,class_count,truth_images_in_retained_classes,accepted_predictions_in_retained_classes,report_images,overall_coverage,accuracy,precision,recall,f1
torch,optimized,family,10,common,19,52770,38530,52788,0.7305827081912556,0.99218975160998,0.9900267939876928,0.7040432580775865,0.816089411195116
onnx,optimized,family,10,per_model,19,52770,38636,52788,0.7325907403197697,0.9921957375359722,0.9900397290020405,0.7056726095713715,0.817387949631118
onnx,optimized,family,10,common,19,52770,38636,52788,0.7325907403197697,0.9921957375359722,0.9900397290020405,0.7056726095713715,0.817387949631118
torch-tta,optimized,family,10,per_model,19,52770,43325,52788,0.8209441539743881,0.9875242271541385,0.9919310736962174,0.7961036491000434,0.8802424586381118
torch-tta,optimized,family,10,common,19,52770,43325,52788,0.8209441539743881,0.9875242271541385,0.9919310736962174,0.7961036491000434,0.8802424586381118
onnx-tta,optimized,family,10,per_model,19,52770,43342,52788,0.8212661968629233,0.987525874962716,0.9919348125549885,0.796774284571257,0.8806455141432638
onnx-tta,optimized,family,10,common,19,52770,43342,52788,0.8212661968629233,0.987525874962716,0.9919348125549885,0.796774284571257,0.8806455141432638
v2,optimized,family,20,per_model,15,52686,40812,52788,0.7744373721300295,0.9946691583947672,0.9978777258613801,0.6871044763195309,0.8073961361904209
v2,optimized,family,20,common,15,52686,40812,52788,0.7744373721300295,0.9946691583947672,0.9978777258613801,0.6871044763195309,0.8073961361904209
torch,optimized,family,20,per_model,15,52686,38470,52788,0.7305827081912556,0.9967736853726413,0.99662653164367,0.6975420951522447,0.8137962822635083
torch,optimized,family,20,common,15,52686,38470,52788,0.7305827081912556,0.9967736853726413,0.99662653164367,0.6975420951522447,0.8137962822635083
onnx,optimized,family,20,per_model,15,52686,38576,52788,0.7325907403197697,0.9967812675455647,0.9966429159951768,0.6996059403777053,0.8154410976157778
onnx,optimized,family,20,common,15,52686,38576,52788,0.7325907403197697,0.9967812675455647,0.9966429159951768,0.6996059403777053,0.8154410976157778
torch-tta,optimized,family,20,per_model,16,52710,43281,52788,0.8209441539743881,0.9982058530788728,0.9952258423219504,0.8011208511634444,0.8854714289339141
torch-tta,optimized,family,20,common,15,52686,43259,52788,0.8209441539743881,0.9980862432841311,0.9979378681737169,0.7961955745743408,0.8836332923121171
onnx-tta,optimized,family,20,per_model,16,52710,43298,52788,0.8212661968629233,0.9982078098515587,0.995230282216741,0.8019172307855106,0.885950057346282
onnx-tta,optimized,family,20,common,15,52686,43276,52788,0.8212661968629233,0.9980883305083292,0.9979426040614935,0.7970450461712113,0.8841438292853094
