model,scope,rank,cutoff,domain,class_count,truth_images_in_retained_classes,accepted_predictions_in_retained_classes,report_images,overall_coverage,accuracy,precision,recall,f1
onnx-tta,optimized,family,10,per_model,99,568905,555849,568939,0.977046748421184,0.9908602170278172,0.9846515731136045,0.9521417902828354,0.9677676086087491
onnx-tta,optimized,family,10,common,98,568894,555838,568939,0.977046748421184,0.9907669539362643,0.9854226002975096,0.9525810849888755,0.9683663504405639
v2,optimized,family,20,per_model,95,568844,560443,568939,0.985223371925637,0.9904011906989638,0.9809102444698268,0.9567640624210547,0.9682912665531597
v2,optimized,family,20,common,94,568821,560416,568939,0.985223371925637,0.9902990757063995,0.9830712281580402,0.9572291750185034,0.969656067261172
torch,optimized,family,20,per_model,95,568844,563053,568939,0.9898161314306103,0.9954638402081855,0.9928142620672449,0.9748685017224537,0.9836545489511204
torch,optimized,family,20,common,94,568821,563031,568939,0.9898161314306103,0.9954155831891236,0.9927378180466837,0.9750636800479007,0.9837170677933899
onnx,optimized,family,20,per_model,95,568844,563034,568939,0.9897827359347838,0.9954690622961561,0.9928139659204974,0.9748409357679292,0.9836406668919132
onnx,optimized,family,20,common,94,568821,563012,568939,0.9897827359347838,0.9954208608312215,0.9927375187494388,0.9750358208385408,0.9837030380527018
torch-tta,optimized,family,20,per_model,94,568821,555830,568939,0.9771522078816886,0.9916046187351479,0.9859748370643096,0.9545294449805456,0.9698103692137126
torch-tta,optimized,family,20,common,94,568821,555830,568939,0.9771522078816886,0.9916046187351479,0.9859748370643096,0.9545294449805456,0.9698103692137126
onnx-tta,optimized,family,20,per_model,94,568821,555770,568939,0.977046748421184,0.9916151931108571,0.9859843185134793,0.9542907442619505,0.9696887038443989
onnx-tta,optimized,family,20,common,94,568821,555770,568939,0.977046748421184,0.9916151931108571,0.9859843185134793,0.9542907442619505,0.9696887038443989
