environment_id,variant,device,trial,preset,batch_size,images_per_second,seconds,peak_host_rss_mib
j-12402286-job-0,torch-tta,cpu,trial-0-torch-tta-cpu,full,8,9.86198241896518,"[0.8111959300003946, 0.8157305719796568, 0.8271116188261658, 0.8432108249980956, 0.8080304500181228, 0.791286783060059, 0.7902445029467344]",4314.37109375
j-12402286-job-0,torch-tta,cpu,trial-0-torch-tta-cpu,north_europe,8,11.090379432408348,"[0.7179365169722587, 0.7207825449295342, 0.7228529239073396, 0.7213459240738302, 0.7223941530101001, 0.7208065008744597, 0.7257726530078799]",4314.37109375
j-12402286-job-0,onnx-tta,cpu,trial-0-onnx-tta-cpu,full,1,8.262693364512673,"[0.1206235159188509, 0.12110480992123485, 0.12121195206418633, 0.12076002103276551, 0.12792122596874833, 0.12102591199800372, 0.12068235385231674]",3404.2265625
j-12402286-job-0,onnx-tta,cpu,trial-0-onnx-tta-cpu,north_europe,1,8.32628728459142,"[0.11874060006812215, 0.12130865687504411, 0.11909768707118928, 0.12351267598569393, 0.1201015489641577, 0.11952165607362986, 0.12335676187649369]",3404.2265625
j-12402286-job-0,onnx-tta,cpu,trial-0-onnx-tta-cpu,full,8,12.08724553155887,"[0.6653836239129305, 0.6583668161183596, 0.663738896837458, 0.6546928018797189, 0.6508324679452926, 0.6618546780664474, 0.6636198570486158]",3404.2265625
j-12402286-job-0,onnx-tta,cpu,trial-0-onnx-tta-cpu,north_europe,8,12.360899894394624,"[0.6507734870538116, 0.6397130631376058, 0.6421967730857432, 0.6472020701039582, 0.6472110629547387, 0.6474834938999265, 0.639450018061325]",3404.2265625
j-12402286-job-0,v2,cuda:0,trial-0-v2-cuda-0,full,1,159.71356264433828,"[0.0063039930537343025, 0.006305434973910451, 0.006233125925064087, 0.0062791050877422094, 0.006261209025979042, 0.006236240966245532, 0.006178524112328887]",4587.48828125
j-12402286-job-0,v2,cuda:0,trial-0-v2-cuda-0,north_europe,1,171.7041858561048,"[0.00606002495624125, 0.005808257032185793, 0.0058175798039883375, 0.005840705940499902, 0.005831901915371418, 0.005823969841003418, 0.005822147009894252]",4587.48828125
j-12402286-job-0,v2,cuda:0,trial-0-v2-cuda-0,full,8,422.20877286715364,"[0.018486206885427237, 0.018466537119820714, 0.019866775954142213, 0.018947971984744072, 0.01934968796558678, 0.019701206823810935, 0.018616032088175416]",4587.48828125
j-12402286-job-0,v2,cuda:0,trial-0-v2-cuda-0,north_europe,8,441.3241336330918,"[0.018405034905299544, 0.018186987144872546, 0.01842442387714982, 0.01792710507288575, 0.01810313994064927, 0.017758831847459078, 0.01812726608477533]",4587.48828125
j-12402286-job-0,v2,cuda:0,trial-0-v2-cuda-0,full,32,534.519888907689,"[0.06067607691511512, 0.0638898469042033, 0.05983407003805041, 0.059084321139380336, 0.0659339448902756, 0.05947311595082283, 0.05986680882051587]",4587.48828125
j-12402286-job-0,v2,cuda:0,trial-0-v2-cuda-0,north_europe,32,500.9336702458657,"[0.06388071295805275, 0.06535172904841602, 0.0697851839940995, 0.059929753886535764, 0.06386400805786252, 0.05971407890319824, 0.08290322800166905]",4587.48828125
j-12402286-job-0,torch,cuda:0,trial-0-torch-cuda-0,full,1,82.88776326642262,"[0.012180011020973325, 0.01211761706508696, 0.012061351910233498, 0.012064506998285651, 0.012174042174592614, 0.011996163986623287, 0.01205331995151937]",8748.5859375
j-12402286-job-0,torch,cuda:0,trial-0-torch-cuda-0,north_europe,1,94.66606958628452,"[0.010772902052849531, 0.010660764062777162, 0.010575013933703303, 0.010551288956776261, 0.010558669921010733, 0.010563446907326579, 0.010562114883214235]",8748.5859375
j-12402286-job-0,torch,cuda:0,trial-0-torch-cuda-0,full,8,329.676534848332,"[0.023103289073333144, 0.02612714283168316, 0.024266209919005632, 0.026091889943927526, 0.024249885929748416, 0.02413583407178521, 0.029060428962111473]",8748.5859375
