model,scope,rank,threshold,report_images,coverage,full_accuracy,full_precision,full_recall,full_f1,full_micro_accuracy,full_theilU,tail_accuracy,tail_precision,tail_recall,tail_f1,tail_classes,tail_truth_images,tail_accepted_predictions
v2,coverage_80,genus,0.6667134761810303,52788,0.7999924225202698,0.9313529816901988,0.6375035137033628,0.6996475066439409,0.5320636902859176,0.8951693109164102,0.9293295014713818,0.9495748403153426,0.9434952597958767,0.7611632950298957,0.8249046274137032,220,47497,38066
v2,coverage_80,family,0.9347575902938844,52788,0.7999924225202698,0.9927903326406756,0.7487148238957816,0.670547749394969,0.6204806481364462,0.9979161733364906,0.8669636504107465,0.991651964110256,0.982316582583257,0.7165739962311568,0.820825282633827,19,52770,42212
v2,coverage_90,species,0.3602153062820434,52788,0.8999962112601348,0.7565649535631609,0.42349111509646353,0.6607818075996174,0.365080834230572,0.7413121724304869,0.9268446802176634,0.8722225832302668,0.894765673851891,0.7823544809151759,0.8117772424631506,295,44256,36932
v2,coverage_90,genus,0.4175159633159637,52788,0.8999962112601348,0.8750784339645986,0.4898323702122493,0.7565919852211191,0.44838372230079665,0.851628112568145,0.9293295014713818,0.9040361245609442,0.9005023638621836,0.8030735550598104,0.828518735633285,231,48032,41304
v2,coverage_90,family,0.6952391862869263,52788,0.8999962112601348,0.9701041183589592,0.5096266926670753,0.7859717639076295,0.47323785280021996,0.9889073649203309,0.8669636504107465,0.9653837159945841,0.9451986498604876,0.8218848478072115,0.8736386001087222,19,52770,47443
torch,zero,species,0.0,52788,1.0,0.7135646156794592,0.2688723997356787,0.7135646156794592,0.2592869317361531,0.7077555505039024,0.9292211983468999,0.8203118253354881,0.8392678347823381,0.8203118253354881,0.8100326163861944,308,44643,39953
torch,zero,genus,0.0,52788,1.0,0.8053026558890463,0.3221313136590869,0.8053026558890463,0.32303518958457,0.7939683261347276,0.9278616328176507,0.8383310164872881,0.8166147950822779,0.8383310164872881,0.805657178112806,242,52567,44773
torch,zero,family,0.0,52788,1.0,0.8104767092433202,0.2753352445359579,0.8104767092433202,0.2804941988278224,0.9298325376979617,0.8486962980431905,0.8570482156298184,0.7593390669412071,0.8570482156298184,0.7831492631501339,20,52783,51891
torch,optimized,species,0.8099595010280609,52788,0.7081344244904145,0.8669405316273155,0.7028135267405738,0.5774611074285403,0.5081384528044555,0.8338193199753886,0.9292211983468999,0.963494109771882,0.9626322859838098,0.7171390330256306,0.8016422382706134,272,42778,30977
torch,optimized,genus,0.82109534740448,52788,0.7575395923315905,0.9547996220084877,0.745381822803767,0.678410498949023,0.6019267109931725,0.9077246242716747,0.9278616328176507,0.9730526458225819,0.9696226974149172,0.7475533077376153,0.8310650157210921,215,46868,35966
torch,optimized,family,0.970800906419754,52788,0.7305827081912556,0.9932547854813464,0.74059226732527,0.6535073068400129,0.5807455159791292,0.997951563553389,0.8486962980431905,0.99218975160998,0.9900267939876928,0.7040432580775865,0.816089411195116,19,52770,38530
torch,coverage_70,species,0.8241381645202637,52788,0.6999886337804047,0.86958680967719,0.7167252898445411,0.5705474537929165,0.5122730291185364,0.8354577683959838,0.9292211983468999,0.9672316998030942,0.9647766155724887,0.7128409633763704,0.7993028119491851,270,42705,30647
torch,coverage_70,genus,0.9218662977218628,52788,0.6999886337804047,0.9660439693907655,0.8305261428723821,0.6273798603264148,0.6221364731441472,0.9193255933533598,0.9278616328176507,0.9824288448238584,0.9833895891353926,0.7075405452013525,0.8063455181681898,210,46789,33607
torch,coverage_70,family,0.9825798273086548,52788,0.6999886337804047,0.9952393276120065,0.7964173234185559,0.6300210433137761,0.6078073153329585,0.9984844794457525,0.8486962980431905,0.9944876424981127,0.9914000560860179,0.6756125180195103,0.7948388506661144,19,52770,36926
torch,coverage_80,species,0.6061448454856873,52788,0.7999924225202698,0.8333841588302096,0.5485047799955343,0.6370545006054973,0.445901326225418,0.804735969689794,0.9292211983468999,0.941697838071395,0.9410961417102457,0.7691340926734198,0.8312080391987352,282,43436,34441
torch,coverage_80,genus,0.7092886567115784,52788,0.7999924225202698,0.9392760079927347,0.6547210280772727,0.7133811913319552,0.5584780260317714,0.8955008287946957,0.9278616328176507,0.9649697784339673,0.9547964398255602,0.7703699933851422,0.8399359589724344,220,47497,37907
torch,coverage_80,family,0.9039735794067384,52788,0.7999924225202698,0.9767480012163248,0.6257303180264047,0.7059032105438684,0.5344474480496143,0.9955481884915937,0.8486962980431905,0.9862345277241655,0.9749910954156714,0.7634212953547233,0.8500844942394542,19,52770,42152
torch,coverage_90,species,0.3223742842674255,52788,0.8999962112601348,0.7822620703147596,0.4110337432773394,0.6886066265817404,0.3648914489871293,0.7621503294112695,0.9292211983468999,0.891242198240585,0.898524732525704,0.8065329569944766,0.8353160761309999,295,44256,37604
torch,coverage_90,genus,0.3692984879016876,52788,0.8999962112601348,0.8858347939502168,0.4723629331651541,0.7735925323689193,0.44134032210625124,0.8531015176071902,0.9278616328176507,0.9209837212851842,0.9006552910895744,0.8167651188996207,0.8434500014751452,231,48032,41630
torch,coverage_90,family,0.5828610062599182,52788,0.8999962112601348,0.9151360267321503,0.39997022219300904,0.7680035104129965,0.37744401953419926,0.9795196699572712,0.8486962980431905,0.9543680309530158,0.9164661252394816,0.834546759568769,0.8677728056848387,19,52770,47224
onnx,zero,species,0.0,52788,1.0,0.7133861511997317,0.2689411284200973,0.7133861511997317,0.25936240461341026,0.7078123816018792,0.9291859354966914,0.8208210511198463,0.8393910727128245,0.8208210511198463,0.8102958063278631,308,44643,39968
onnx,zero,genus,0.0,52788,1.0,0.8053599793321786,0.32303901654923844,0.8053599793321786,0.32445203101159487,0.793949382435402,0.9278774326101347,0.8384072898289766,0.8162946927109619,0.8384072898289766,0.8055261341500325,242,52567,44776
onnx,zero,family,0.0,52788,1.0,0.8106325437578626,0.2756918885388057,0.8106325437578626,0.2808879232365721,0.9300409183905433,0.8489407553438706,0.8572274253215421,0.7604089989497506,0.8572274253215421,0.784330436376383,20,52783,51893
onnx,optimized,species,0.8161613345146179,52788,0.7045351216185497,0.8695378035260483,0.7088741319668206,0.5752968296743217,0.5099648536812275,0.8345029711489339,0.9291859354966914,0.9642506092928128,0.9626937682791291,0.7149144701582824,0.8001046982018766,272,42778,30845
onnx,optimized,genus,0.8301631808280945,52788,0.7536561339698417,0.9551874761942367,0.7523387061411551,0.6745698413302063,0.6043210367725153,0.908581339231852,0.9278774326101347,0.9738759173936625,0.9708203215753252,0.7439396812388471,0.8289781701827877,215,46868,35808
onnx,optimized,family,0.9698503911495209,52788,0.7325907403197697,0.9932599551447033,0.7406007419898425,0.6548532928566179,0.5815679236552638,0.9979571783202317,0.8489407553438706,0.9921957375359722,0.9900397290020405,0.7056726095713715,0.817387949631118,19,52770,38636
onnx,coverage_70,species,0.8243970274925232,52788,0.6999886337804047,0.8696078641344749,0.7154987852188989,0.5707796582704833,0.5116109757516245,0.8354036426619036,0.9291859354966914,0.9672641785336684,0.9648328354991503,0.7132879118596801,0.7996140862205406,270,42705,30645
onnx,coverage_70,genus,0.9216671586036682,52788,0.6999886337804047,0.9661254181481168,0.8307688580940611,0.6277109684720645,0.6224978354796963,0.9192444047522395,0.9278774326101347,0.9825450538711241,0.9833893298187405,0.7076905240002949,0.8064963735413154,210,46789,33604
onnx,coverage_70,family,0.982620656490326,52788,0.6999886337804047,0.9952396475419057,0.7964181852175016,0.630096313240106,0.6078714628660602,0.9984844794457525,0.8489407553438706,0.9944880129432593,0.9914012807476776,0.6757036342461201,0.7949333838727902,19,52770,36926
onnx,coverage_80,species,0.6067228317260742,52788,0.7999924225202698,0.8328452370529146,0.5484999836385683,0.6369039477216849,0.44584696550387404,0.804759649538243,0.9291859354966914,0.9418513574630873,0.9410921687024294,0.7693785658461272,0.8313117853878524,282,43436,34446
onnx,coverage_80,genus,0.7099964618682861,52788,0.7999924225202698,0.9392543348174218,0.654560571667988,0.7132182241768983,0.5583048362404305,0.8955245086431447,0.9278774326101347,0.9649382493245952,0.9544211478616387,0.7704551175301809,0.8398638030564497,220,47497,37907
onnx,coverage_80,family,0.9041854739189148,52788,0.7999924225202698,0.9767639732185658,0.6257865447269096,0.7059843462574676,0.5345107480456108,0.9955718683400426,0.8489407553438706,0.9862530216214973,0.9750917116165754,0.7635195122711856,0.8501977679165007,19,52770,42152
onnx,coverage_90,species,0.3231773376464844,52788,0.8999962112601348,0.7807145222813506,0.4112190997898548,0.6889577322256099,0.36507446215024497,0.7621082321244396,0.9291859354966914,0.8914832210371341,0.8988812031034508,0.807154235455831,0.835765327942146,295,44256,37602
onnx,coverage_90,genus,0.3690774440765381,52788,0.8999962112601348,0.8861895291699214,0.47246294916839016,0.7740196989711382,0.4415744427244726,0.8532699067545096,0.9278774326101347,0.9214659032255056,0.9007912188383919,0.8173605632542287,0.8438589052760838,231,48032,41634
onnx,coverage_90,family,0.5826917886734009,52788,0.8999962112601348,0.9151606889053974,0.3990993533111283,0.7680131308693198,0.37693960009408994,0.979603864530931,0.8489407553438706,0.9543965871536181,0.914266035432625,0.8345584053843181,0.8664984828887731,19,52770,47228
torch-tta,zero,species,0.0,52788,1.0,0.7405864004487995,0.3117281910150932,0.7405864004487995,0.30013980437546733,0.7321360915359552,0.9416287278244636,0.8480295198511346,0.8592040363096476,0.8480295198511346,0.8369055759103206,308,44643,40958
torch-tta,zero,genus,0.0,52788,1.0,0.8312879946116835,0.3578921081808225,0.8312879946116835,0.3600905137263133,0.8163029476396151,0.9429697597956094,0.8642419820735022,0.8426871013681415,0.8642419820735022,0.8341657275204103,242,52567,45474
torch-tta,zero,family,0.0,52788,1.0,0.8579010503993526,0.2856847483669441,0.8579010503993526,0.2970441402135782,0.9478669394559369,0.8802152497213216,0.8865862079592552,0.7945542451008321,0.8865862079592552,0.8211324206407348,20,52783,52160
torch-tta,optimized,species,0.7392672300338745,52788,0.7831893612184587,0.8659206758370823,0.6694908268387498,0.639254202340642,0.5238581475082266,0.8257020535519919,0.9416287278244636,0.9585814667783285,0.9585731812083509,0.7743974002343408,0.8413487263251,272,42778,33853
torch-tta,optimized,genus,0.869922012090683,52788,0.7772978707281958,0.9627590640417357,0.8166841617561862,0.7031449724257084,0.6655108425187299,0.9116055761356989,0.9429697597956094,0.9771086466542604,0.9775547270341164,0.767268013502815,0.8477428518527236,215,46868,36949
torch-tta,optimized,family,0.964760661125183,52788,0.7874327498673941,0.9955823574240963,0.7393905133847496,0.700159197162577,0.6072565582310141,0.998243799167609,0.8802152497213216,0.9948848349121117,0.9917013099030386,0.7564680159984232,0.8535629866805485,19,52770,41536
torch-tta,coverage_70,species,0.8902084827423096,52788,0.6999886337804047,0.8906144707778789,0.7981732822929044,0.5796377324768266,0.5609290214340181,0.8444697031203485,0.9416287278244636,0.9733088758873599,0.9705609441193396,0.7175113900443769,0.8041322816170898,270,42705,30831
torch-tta,coverage_70,genus,0.9606042504310608,52788,0.6999886337804047,0.9753286103689284,0.8964480054302681,0.6333947441461268,0.6669758159190942,0.9231414576060187,0.9429697597956094,0.9855571610067058,0.9869624081036315,0.7108155553452893,0.8092113545878005,210,46789,33743
torch-tta,coverage_70,family,0.9924046397209167,52788,0.6999886337804047,0.9955883069989272,0.8894957303016392,0.6322405391393889,0.68215984063641,0.9989174853183946,0.8802152497213216,0.9948917238934942,0.9919946066968074,0.6782992761241996,0.7974755385050802,19,52770,36933
torch-tta,coverage_80,species,0.6967090368270874,52788,0.7999924225202698,0.8608792923180646,0.6433940716376311,0.649735408471136,0.5139660613219256,0.821193464361828,0.9416287278244636,0.9554226848332942,0.9554094003741878,0.7845211799685287,0.8473164347855004,282,43436,34887
torch-tta,coverage_80,genus,0.818070650100708,52788,0.7999924225202698,0.9575457407732273,0.7633603696735349,0.7240369843261408,0.6403702471656528,0.907056594837793,0.9429697597956094,0.974270531476802,0.9716244705685136,0.7802435176207189,0.8534011844503622,220,47497,38196
