model,scope,threshold,family_id,family,truth_images,accepted_predictions,precision,precision_weight,recall,recall_weight,f1,f1_weight
onnx,common_0.96,0.96,4300668,Peleopodidae,24,19,0.9473684210526315,1.0,0.75,1.0,0.8372093023255814,1.0
onnx,common_0.96,0.96,4525436,Praydidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,4525465,Argyresthiidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,4527533,Stathmopodidae,2,1,1.0,1.0,0.5,1.0,0.6666666666666666,1.0
onnx,common_0.96,0.96,4528997,Lypusidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,4532185,Erebidae,15241,11640,0.9990549828178694,1.0,0.7630076766616364,1.0,0.8652207879171162,1.0
onnx,common_0.96,0.96,4538,Adelidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,4542,Alucitidae,1,1,1.0,1.0,1.0,1.0,1.0,1.0
onnx,common_0.96,0.96,4554,Batrachedridae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,4705755,Depressariidae,0,1,0.0,1.0,,0,0.0,1.0
onnx,common_0.96,0.96,4864,Bedelliidae,0,25,0.0,1.0,,0,0.0,1.0
onnx,common_0.96,0.96,4865,Blastobasidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,4867,Bucculatricidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,4870,Choreutidae,0,3,0.0,1.0,,0,0.0,1.0
onnx,common_0.96,0.96,5320,Douglasiidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,5336,Pyralidae,365,269,0.9888475836431226,1.0,0.7287671232876712,1.0,0.8391167192429022,1.0
onnx,common_0.96,0.96,5340,Sesiidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,5343,Tortricidae,632,468,0.9829059829059829,1.0,0.7278481012658228,1.0,0.8363636363636364,1.0
onnx,common_0.96,0.96,5345,Ypsolophidae,46,27,1.0,1.0,0.5869565217391305,1.0,0.7397260273972603,1.0
onnx,common_0.96,0.96,5474,Limacodidae,475,218,0.9954128440366973,1.0,0.4568421052631579,1.0,0.6262626262626263,1.0
onnx,common_0.96,0.96,5481,Pieridae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,5487,Gracillariidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,6166,Opostegidae,0,2,0.0,1.0,,0,0.0,1.0
onnx,common_0.96,0.96,6946,Eriocraniidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,6950,Geometridae,15047,12468,0.9987969201154957,1.0,0.8276068319266299,1.0,0.9051789932763946,1.0
onnx,common_0.96,0.96,6954,Epermeniidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,7014,Nepticulidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,7015,Noctuidae,9243,6523,0.9983136593591906,1.0,0.7045331602293627,1.0,0.8260814410757326,1.0
onnx,common_0.96,0.96,7016,Notodontidae,3321,2660,0.9984962406015038,1.0,0.7997591087021981,1.0,0.8881457950175556,1.0
onnx,common_0.96,0.96,7017,Nymphalidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,7294,Drepanidae,1604,1140,0.9982456140350877,1.0,0.7094763092269327,1.0,0.8294460641399417,1.0
onnx,common_0.96,0.96,7297,Elachistidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,8838,Coleophoridae,0,2,0.0,1.0,,0,0.0,1.0
onnx,common_0.96,0.96,8839,Cosmopterigidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,8840,Cossidae,0,1,0.0,1.0,,0,0.0,1.0
onnx,common_0.96,0.96,8841,Crambidae,4542,2553,0.9988249118683902,1.0,0.5614266842800528,1.0,0.718816067653277,1.0
onnx,common_0.96,0.96,8855,Momphidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,8860,Plutellidae,14,12,0.9166666666666666,1.0,0.7857142857142857,1.0,0.8461538461538461,1.0
onnx,common_0.96,0.96,8861,Psychidae,0,1,0.0,1.0,,0,0.0,1.0
onnx,common_0.96,0.96,8863,Pterophoridae,79,71,0.9859154929577465,1.0,0.8860759493670886,1.0,0.9333333333333333,1.0
onnx,common_0.96,0.96,8864,Saturniidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,8865,Schreckensteiniidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,8866,Scythrididae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,8868,Sphingidae,1124,862,1.0,1.0,0.7669039145907474,1.0,0.8680765357502517,1.0
onnx,common_0.96,0.96,8871,Tischeriidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,8874,Yponomeutidae,13,3,0.6666666666666666,1.0,0.15384615384615385,1.0,0.25,1.0
onnx,common_0.96,0.96,9408,Micropterigidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,9410,Lyonetiidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,9412,Tineidae,0,4,0.0,1.0,,0,0.0,1.0
onnx,common_0.96,0.96,9541689,Meessiidae,0,0,1.0,0.0,,0,1.0,0.0
onnx,common_0.96,0.96,9689,Oecophoridae,32,18,1.0,1.0,0.5625,1.0,0.72,1.0
onnx,common_0.96,0.96,9717,Nolidae,191,146,1.0,1.0,0.7643979057591623,1.0,0.8664688427299703,1.0
torch-tta,zero,0,3528,Incurvariidae,0,5,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,3530,Lasiocampidae,728,634,0.9589905362776026,1.0,0.8351648351648352,1.0,0.8928046989721,1.0
torch-tta,zero,0,3552,Ethmiidae,48,49,0.8571428571428571,1.0,0.875,1.0,0.865979381443299,1.0
torch-tta,zero,0,3553,Gelechiidae,2,87,0.0,1.0,0.0,1.0,0.0,1.0
torch-tta,zero,0,3554,Glyphipterigidae,0,3,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,3556,Hepialidae,14,35,0.4,1.0,1.0,1.0,0.5714285714285714,1.0
torch-tta,zero,0,4300664,Autostichidae,0,6,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4300668,Peleopodidae,24,26,0.8461538461538461,1.0,0.9166666666666666,1.0,0.8799999999999999,1.0
torch-tta,zero,0,4525436,Praydidae,0,3,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4525465,Argyresthiidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4527533,Stathmopodidae,2,2,1.0,1.0,1.0,1.0,1.0,1.0
torch-tta,zero,0,4528997,Lypusidae,0,3,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4532185,Erebidae,15241,14747,0.9858954363599376,1.0,0.9539400301817466,1.0,0.9696545284780579,1.0
torch-tta,zero,0,4538,Adelidae,0,23,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4542,Alucitidae,1,4,0.25,1.0,1.0,1.0,0.4,1.0
torch-tta,zero,0,4554,Batrachedridae,0,4,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4705755,Depressariidae,0,31,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4864,Bedelliidae,0,95,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4865,Blastobasidae,0,11,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4867,Bucculatricidae,0,2,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,4870,Choreutidae,0,8,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,5320,Douglasiidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,5336,Pyralidae,365,517,0.6653771760154739,1.0,0.9424657534246575,1.0,0.780045351473923,1.0
torch-tta,zero,0,5338,Roeslerstammiidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,5340,Sesiidae,0,5,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,5343,Tortricidae,632,1091,0.5637030247479377,1.0,0.9731012658227848,1.0,0.713871154962275,1.0
torch-tta,zero,0,5345,Ypsolophidae,46,46,0.9130434782608695,1.0,0.9130434782608695,1.0,0.9130434782608695,1.0
torch-tta,zero,0,5474,Limacodidae,475,411,0.9781021897810219,1.0,0.8463157894736842,1.0,0.9074492099322798,1.0
torch-tta,zero,0,5481,Pieridae,0,4,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,5487,Gracillariidae,0,19,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,6166,Opostegidae,0,14,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,6946,Eriocraniidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,6950,Geometridae,15047,14889,0.9834777352407817,1.0,0.9731507941782415,1.0,0.9782870122928914,1.0
torch-tta,zero,0,6953,Hesperiidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,6954,Epermeniidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,7014,Nepticulidae,0,4,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,7015,Noctuidae,9243,9196,0.9413875598086124,1.0,0.936600670777886,1.0,0.9389880145344109,1.0
torch-tta,zero,0,7016,Notodontidae,3321,3266,0.9611145131659522,1.0,0.9451972297500753,1.0,0.9530894185516927,1.0
torch-tta,zero,0,7017,Nymphalidae,0,10,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,7294,Drepanidae,1604,1472,0.9823369565217391,1.0,0.9014962593516209,1.0,0.9401820546163849,1.0
torch-tta,zero,0,7297,Elachistidae,0,15,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8838,Coleophoridae,0,90,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8839,Cosmopterigidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8840,Cossidae,0,19,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8841,Crambidae,4542,4373,0.9634118454150469,1.0,0.9275649493615148,1.0,0.9451486259113854,1.0
torch-tta,zero,0,8855,Momphidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8860,Plutellidae,14,27,0.48148148148148145,1.0,0.9285714285714286,1.0,0.6341463414634145,1.0
torch-tta,zero,0,8861,Psychidae,0,22,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8863,Pterophoridae,79,83,0.891566265060241,1.0,0.9367088607594937,1.0,0.9135802469135801,1.0
torch-tta,zero,0,8864,Saturniidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8865,Schreckensteiniidae,0,2,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8866,Scythrididae,0,6,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8868,Sphingidae,1124,1024,0.9912109375,1.0,0.9030249110320284,1.0,0.9450651769087522,1.0
torch-tta,zero,0,8871,Tischeriidae,0,35,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,8874,Yponomeutidae,13,38,0.15789473684210525,1.0,0.46153846153846156,1.0,0.23529411764705882,1.0
torch-tta,zero,0,9408,Micropterigidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,9410,Lyonetiidae,0,2,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,9412,Tineidae,0,84,0.0,1.0,,0,0.0,1.0
torch-tta,zero,0,9689,Oecophoridae,32,48,0.4166666666666667,1.0,0.625,1.0,0.5,1.0
torch-tta,zero,0,9717,Nolidae,191,188,0.9521276595744681,1.0,0.93717277486911,1.0,0.9445910290237466,1.0
torch-tta,optimized,0.964760661125183,3528,Incurvariidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,3530,Lasiocampidae,728,433,1.0,1.0,0.5947802197802198,1.0,0.7459086993970714,1.0
torch-tta,optimized,0.964760661125183,3552,Ethmiidae,48,41,1.0,1.0,0.8541666666666666,1.0,0.9213483146067415,1.0
torch-tta,optimized,0.964760661125183,3553,Gelechiidae,2,0,1.0,0.0,0.0,1.0,0.0,1.0
torch-tta,optimized,0.964760661125183,3554,Glyphipterigidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,3556,Hepialidae,14,12,1.0,1.0,0.8571428571428571,1.0,0.9230769230769229,1.0
torch-tta,optimized,0.964760661125183,4300664,Autostichidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4300668,Peleopodidae,24,20,0.95,1.0,0.7916666666666666,1.0,0.8636363636363636,1.0
torch-tta,optimized,0.964760661125183,4525436,Praydidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4525465,Argyresthiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4527533,Stathmopodidae,2,1,1.0,1.0,0.5,1.0,0.6666666666666666,1.0
torch-tta,optimized,0.964760661125183,4528997,Lypusidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4532185,Erebidae,15241,12406,0.9991939384168951,1.0,0.8133324585000984,1.0,0.8967338228379209,1.0
torch-tta,optimized,0.964760661125183,4538,Adelidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4542,Alucitidae,1,1,1.0,1.0,1.0,1.0,1.0,1.0
torch-tta,optimized,0.964760661125183,4554,Batrachedridae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4705755,Depressariidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4864,Bedelliidae,0,17,0.0,1.0,,0,0.0,1.0
torch-tta,optimized,0.964760661125183,4865,Blastobasidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4867,Bucculatricidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,4870,Choreutidae,0,2,0.0,1.0,,0,0.0,1.0
torch-tta,optimized,0.964760661125183,5320,Douglasiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,5336,Pyralidae,365,295,0.9830508474576272,1.0,0.7945205479452054,1.0,0.8787878787878789,1.0
torch-tta,optimized,0.964760661125183,5338,Roeslerstammiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,5340,Sesiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,5343,Tortricidae,632,501,0.9920159680638723,1.0,0.7863924050632911,1.0,0.8773168578993822,1.0
torch-tta,optimized,0.964760661125183,5345,Ypsolophidae,46,30,1.0,1.0,0.6521739130434783,1.0,0.7894736842105263,1.0
torch-tta,optimized,0.964760661125183,5474,Limacodidae,475,262,1.0,1.0,0.5515789473684211,1.0,0.7109905020352781,1.0
torch-tta,optimized,0.964760661125183,5481,Pieridae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,5487,Gracillariidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,6166,Opostegidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,optimized,0.964760661125183,6946,Eriocraniidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,6950,Geometridae,15047,12791,0.9991400203267923,1.0,0.8493387386189938,1.0,0.918169408721891,1.0
torch-tta,optimized,0.964760661125183,6953,Hesperiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,6954,Epermeniidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,7014,Nepticulidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,7015,Noctuidae,9243,6860,0.9988338192419826,1.0,0.7413177539759819,1.0,0.8510215487797305,1.0
torch-tta,optimized,0.964760661125183,7016,Notodontidae,3321,2778,0.9992800575953924,1.0,0.8358928033724782,1.0,0.910313166092802,1.0
torch-tta,optimized,0.964760661125183,7017,Nymphalidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,7294,Drepanidae,1604,1211,0.9991742361684558,1.0,0.7543640897755611,1.0,0.8596802841918295,1.0
torch-tta,optimized,0.964760661125183,7297,Elachistidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,8838,Coleophoridae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,optimized,0.964760661125183,8839,Cosmopterigidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,8840,Cossidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,optimized,0.964760661125183,8841,Crambidae,4542,2776,0.9985590778097982,1.0,0.6103038309114928,1.0,0.757584039355015,1.0
torch-tta,optimized,0.964760661125183,8855,Momphidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,8860,Plutellidae,14,13,0.9230769230769231,1.0,0.8571428571428571,1.0,0.8888888888888888,1.0
torch-tta,optimized,0.964760661125183,8861,Psychidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,optimized,0.964760661125183,8863,Pterophoridae,79,70,1.0,1.0,0.8860759493670886,1.0,0.9395973154362416,1.0
torch-tta,optimized,0.964760661125183,8864,Saturniidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,8865,Schreckensteiniidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,8866,Scythrididae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,8868,Sphingidae,1124,864,1.0,1.0,0.7686832740213523,1.0,0.8692152917505029,1.0
torch-tta,optimized,0.964760661125183,8871,Tischeriidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,8874,Yponomeutidae,13,5,0.6,1.0,0.23076923076923078,1.0,0.3333333333333333,1.0
torch-tta,optimized,0.964760661125183,9408,Micropterigidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,9410,Lyonetiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,optimized,0.964760661125183,9412,Tineidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,optimized,0.964760661125183,9689,Oecophoridae,32,18,1.0,1.0,0.5625,1.0,0.72,1.0
torch-tta,optimized,0.964760661125183,9717,Nolidae,191,155,1.0,1.0,0.8115183246073299,1.0,0.8959537572254335,1.0
torch-tta,common_0.96,0.96,3528,Incurvariidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,3530,Lasiocampidae,728,439,1.0,1.0,0.603021978021978,1.0,0.7523564695801199,1.0
torch-tta,common_0.96,0.96,3552,Ethmiidae,48,41,1.0,1.0,0.8541666666666666,1.0,0.9213483146067415,1.0
torch-tta,common_0.96,0.96,3553,Gelechiidae,2,0,1.0,0.0,0.0,1.0,0.0,1.0
torch-tta,common_0.96,0.96,3554,Glyphipterigidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,3556,Hepialidae,14,12,1.0,1.0,0.8571428571428571,1.0,0.9230769230769229,1.0
torch-tta,common_0.96,0.96,4300664,Autostichidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4300668,Peleopodidae,24,20,0.95,1.0,0.7916666666666666,1.0,0.8636363636363636,1.0
torch-tta,common_0.96,0.96,4525436,Praydidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4525465,Argyresthiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4527533,Stathmopodidae,2,1,1.0,1.0,0.5,1.0,0.6666666666666666,1.0
torch-tta,common_0.96,0.96,4528997,Lypusidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4532185,Erebidae,15241,12523,0.9992014692964944,1.0,0.821009120136474,1.0,0.9013830860106613,1.0
torch-tta,common_0.96,0.96,4538,Adelidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4542,Alucitidae,1,1,1.0,1.0,1.0,1.0,1.0,1.0
torch-tta,common_0.96,0.96,4554,Batrachedridae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4705755,Depressariidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4864,Bedelliidae,0,17,0.0,1.0,,0,0.0,1.0
torch-tta,common_0.96,0.96,4865,Blastobasidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4867,Bucculatricidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,4870,Choreutidae,0,2,0.0,1.0,,0,0.0,1.0
torch-tta,common_0.96,0.96,5320,Douglasiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,5336,Pyralidae,365,296,0.9831081081081081,1.0,0.7972602739726027,1.0,0.8804841149773072,1.0
torch-tta,common_0.96,0.96,5338,Roeslerstammiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,5340,Sesiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,5343,Tortricidae,632,506,0.9920948616600791,1.0,0.7943037974683544,1.0,0.882249560632689,1.0
torch-tta,common_0.96,0.96,5345,Ypsolophidae,46,30,1.0,1.0,0.6521739130434783,1.0,0.7894736842105263,1.0
torch-tta,common_0.96,0.96,5474,Limacodidae,475,268,1.0,1.0,0.5642105263157895,1.0,0.721399730820996,1.0
torch-tta,common_0.96,0.96,5481,Pieridae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,5487,Gracillariidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,6166,Opostegidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,common_0.96,0.96,6946,Eriocraniidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,6950,Geometridae,15047,12884,0.9991462278795405,1.0,0.8555193726324184,1.0,0.9217715083598869,1.0
torch-tta,common_0.96,0.96,6953,Hesperiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,6954,Epermeniidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,7014,Nepticulidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,7015,Noctuidae,9243,6930,0.9985569985569985,1.0,0.7486746727253056,1.0,0.8557472330427255,1.0
torch-tta,common_0.96,0.96,7016,Notodontidae,3321,2789,0.9992828970957333,1.0,0.8392050587172538,1.0,0.9122749590834697,1.0
torch-tta,common_0.96,0.96,7017,Nymphalidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,7294,Drepanidae,1604,1226,0.9975530179445351,1.0,0.7624688279301746,1.0,0.8643109540636043,1.0
torch-tta,common_0.96,0.96,7297,Elachistidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,8838,Coleophoridae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,common_0.96,0.96,8839,Cosmopterigidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,8840,Cossidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,common_0.96,0.96,8841,Crambidae,4542,2829,0.9975256274301874,1.0,0.6213121972699251,1.0,0.765703432370099,1.0
torch-tta,common_0.96,0.96,8855,Momphidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,8860,Plutellidae,14,13,0.9230769230769231,1.0,0.8571428571428571,1.0,0.8888888888888888,1.0
torch-tta,common_0.96,0.96,8861,Psychidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,common_0.96,0.96,8863,Pterophoridae,79,70,1.0,1.0,0.8860759493670886,1.0,0.9395973154362416,1.0
torch-tta,common_0.96,0.96,8864,Saturniidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,8865,Schreckensteiniidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,8866,Scythrididae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,8868,Sphingidae,1124,865,1.0,1.0,0.7695729537366548,1.0,0.8697838109602816,1.0
torch-tta,common_0.96,0.96,8871,Tischeriidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,8874,Yponomeutidae,13,5,0.6,1.0,0.23076923076923078,1.0,0.3333333333333333,1.0
torch-tta,common_0.96,0.96,9408,Micropterigidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,9410,Lyonetiidae,0,0,1.0,0.0,,0,1.0,0.0
torch-tta,common_0.96,0.96,9412,Tineidae,0,1,0.0,1.0,,0,0.0,1.0
torch-tta,common_0.96,0.96,9689,Oecophoridae,32,18,1.0,1.0,0.5625,1.0,0.72,1.0
torch-tta,common_0.96,0.96,9717,Nolidae,191,158,1.0,1.0,0.8272251308900523,1.0,0.9054441260744984,1.0
onnx-tta,zero,0,3528,Incurvariidae,0,5,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,3530,Lasiocampidae,728,635,0.9590551181102362,1.0,0.8365384615384616,1.0,0.8936170212765957,1.0
onnx-tta,zero,0,3552,Ethmiidae,48,49,0.8571428571428571,1.0,0.875,1.0,0.865979381443299,1.0
onnx-tta,zero,0,3553,Gelechiidae,2,87,0.0,1.0,0.0,1.0,0.0,1.0
onnx-tta,zero,0,3554,Glyphipterigidae,0,3,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,3556,Hepialidae,14,35,0.4,1.0,1.0,1.0,0.5714285714285714,1.0
onnx-tta,zero,0,4300664,Autostichidae,0,6,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4300668,Peleopodidae,24,26,0.8461538461538461,1.0,0.9166666666666666,1.0,0.8799999999999999,1.0
onnx-tta,zero,0,4525436,Praydidae,0,3,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4525465,Argyresthiidae,0,1,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4527533,Stathmopodidae,2,2,1.0,1.0,1.0,1.0,1.0,1.0
onnx-tta,zero,0,4528997,Lypusidae,0,3,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4532185,Erebidae,15241,14751,0.9858314690529456,1.0,0.9541368676596024,1.0,0.9697252600693519,1.0
onnx-tta,zero,0,4538,Adelidae,0,23,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4542,Alucitidae,1,4,0.25,1.0,1.0,1.0,0.4,1.0
onnx-tta,zero,0,4554,Batrachedridae,0,4,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4705755,Depressariidae,0,31,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4864,Bedelliidae,0,96,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4865,Blastobasidae,0,11,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4867,Bucculatricidae,0,2,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,4870,Choreutidae,0,8,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,5320,Douglasiidae,0,1,0.0,1.0,,0,0.0,1.0
onnx-tta,zero,0,5336,Pyralidae,365,517,0.6673114119922631,1.0,0.9452054794520548,1.0,0.782312925170068,1.0
onnx-tta,zero,0,5338,Roeslerstammiidae,0,1,0.0,1.0,,0,0.0,1.0
